model_family,series_id,dataset,location_id,country,city_or_region,difficulty,primary_clue_type,gt_lat,gt_lon,pred_lat,pred_lon,error_km,distance_source,published_points,spawn_delta_km,partial,stopped_at,recording_id,model_field,source_file
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-easy,loc_005,Croatia,Pula,easy,landmark,44.8747121,13.8493020,44.8712711,13.8445878,0.533855,recomputed_geodesic,,0.000004,False,2026-08-31T03:12:23.308Z,ogrr-2026-08-31T03-10-53-297Z-0e0b49f4-2548-48fe-a309-cf10f4035d59,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-easy/rounds/round-05.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-easy,loc_006,Poland,"Sieniawka, Gmina Bogatynia",easy,text,50.9008842,14.8455043,50.8963449,14.8435694,0.523004,recomputed_geodesic,,0.000831,False,2026-08-31T03:15:20.090Z,ogrr-2026-08-31T03-12-42-045Z-09710f57-1476-4df3-870a-a0f185070a6e,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-easy/rounds/round-06.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-easy,loc_007,Slovenia,"Višnja Gora, Ivančna Gorica Municipality",easy,text,45.9577599,14.7424922,45.9514652,14.7356312,0.878897,recomputed_geodesic,,0.000006,False,2026-08-31T03:17:29.257Z,ogrr-2026-08-31T03-15-42-049Z-cf2a8762-223b-4041-adc4-4c4815b5eba5,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-easy/rounds/round-07.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-easy,loc_008,Norway,"Flåm, Aurland Municipality",easy,mixed,60.8634735,7.1179637,60.8618176,7.1166188,0.198459,recomputed_geodesic,,0.000002,False,2026-08-31T03:19:06.720Z,ogrr-2026-08-31T03-17-49-548Z-f271ea35-f81a-4004-baec-14cc9bbcfcf1,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-easy/rounds/round-08.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-medium,loc_009,Spain,Valencia,medium,architecture,39.4667928,-0.3661343,39.4702307,-0.3714308,0.594492,recomputed_geodesic,,0.000000,False,2026-08-31T03:22:53.731Z,ogrr-2026-08-31T03-20-40-157Z-5ac6a5ee-5a4b-486c-a696-d8ce9015b1cb,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-medium/rounds/round-01.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-medium,loc_010,Italy,Bologna,medium,architecture,44.4930672,11.3250143,44.4928671,11.3254472,0.040985,recomputed_geodesic,,0.000002,False,2026-08-31T03:25:48.255Z,ogrr-2026-08-31T03-23-17-865Z-32964d82-d99e-48e3-8ffc-0d60f99e2ad1,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-medium/rounds/round-02.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-medium,loc_011,Netherlands,Utrecht,medium,infrastructure,52.1124003,5.0797161,52.1045460,5.0932819,1.275772,recomputed_geodesic,,0.000022,False,2026-08-31T03:28:14.111Z,ogrr-2026-08-31T03-26-14-109Z-9f97bead-66ad-4b29-a52d-7754b5fa7e4a,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-medium/rounds/round-03.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-medium,loc_012,Belgium,"Merelbeke, Merelbeke-Melle",medium,mixed,50.9874591,3.7463905,51.1365586,3.4234587,28.065116,recomputed_geodesic,,0.000004,False,2026-08-31T03:31:18.838Z,ogrr-2026-08-31T03-28-34-103Z-7c448f8a-101c-4212-b0c8-f2b2a829a417,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-medium/rounds/round-04.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-medium,loc_013,Portugal,Coimbra,medium,infrastructure,40.2155817,-8.4337562,40.2096328,-8.4256425,0.955730,recomputed_geodesic,,0.000004,False,2026-08-31T03:33:52.962Z,ogrr-2026-08-31T03-31-49-109Z-65367879-1289-4e75-8f38-c9d82655fcd2,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-medium/rounds/round-05.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-medium,loc_014,Sweden,Uppsala,medium,architecture,59.8481151,17.6140674,58.5039121,13.1439904,296.149604,recomputed_geodesic,,0.000003,False,2026-08-31T03:37:17.937Z,ogrr-2026-08-31T03-34-15-356Z-5ac1dba6-e4ec-4a4d-b27e-1a764fff1660,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-medium/rounds/round-06.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-medium,loc_015,Estonia,Tartu,medium,mixed,58.3478594,26.7197804,58.3507705,26.7198471,0.324268,recomputed_geodesic,,0.000004,False,2026-08-31T03:41:28.898Z,ogrr-2026-08-31T03-37-51-603Z-cd727d46-7286-4104-a956-1644904c3f31,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-medium/rounds/round-07.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-medium,loc_016,Slovakia,Banská Bystrica,medium,mixed,48.7583857,19.1412898,45.5010384,14.2753196,516.943345,recomputed_geodesic,,0.000000,False,2026-08-31T03:45:34.823Z,ogrr-2026-08-31T03-43-31-023Z-7f8feb9e-3118-4fc6-92e9-21a32fd99f37,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-medium/rounds/round-08.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-medium,loc_017,Ireland,"Boleybeg East, County Galway",medium,infrastructure,53.2819335,-9.1382768,53.3391561,-9.1914088,7.286903,recomputed_geodesic,,0.000000,False,2026-08-31T03:49:35.118Z,ogrr-2026-08-31T03-48-45-231Z-992d7c9c-d3db-40bf-88a9-6485b628882a,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-medium/rounds/round-09.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-hard,loc_018,Greece,"Arcadia Regional Unit, Peloponnese",hard,landscape,37.3439407,22.5909077,37.4874680,23.1894233,55.326114,recomputed_geodesic,,0.000000,False,2026-08-31T03:53:57.779Z,ogrr-2026-08-31T03-51-02-596Z-8b5979a1-8634-428a-b2a2-71ce2f5a2b38,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-hard/rounds/round-01.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-hard,loc_019,Romania,"Vurpăr, Sibiu County",hard,architecture,45.8911426,24.3372001,47.1727249,22.2390553,214.939734,recomputed_geodesic,,0.000000,False,2026-08-31T03:57:34.407Z,ogrr-2026-08-31T03-56-51-899Z-767dff16-3c0a-4a8d-916b-de0273d310c9,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-hard/rounds/round-02.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-hard,loc_020,Bulgaria,"Vărbina, Madan Municipality, Smolyan Province",hard,architecture,41.5643939,24.9701484,41.4297197,22.9844072,166.478803,recomputed_geodesic,,0.000000,False,2026-08-31T04:00:11.389Z,ogrr-2026-08-31T03-59-12-885Z-1d656ff9-991a-4ae9-a075-00e01be8da08,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-hard/rounds/round-03.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-hard,loc_021,Hungary,"Csongrád District, Csongrád-Csanád County",hard,landscape,46.7060180,20.0496719,45.6520182,20.3106654,118.877484,recomputed_geodesic,,0.000000,False,2026-08-31T04:02:55.618Z,ogrr-2026-08-31T04-01-28-039Z-bca0d95d-226c-45d0-a152-3924ffabd86d,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-hard/rounds/round-04.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-hard,loc_022,Latvia,"Ranka Parish, Gulbene Municipality",hard,infrastructure,57.1907677,26.1476727,47.9381903,22.2422686,1062.668265,recomputed_geodesic,,0.000000,False,2026-08-31T04:05:09.034Z,ogrr-2026-08-31T04-03-52-889Z-24c5fa83-f636-4c46-a674-1d4ff618a76c,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-hard/rounds/round-05.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-hard,loc_023,Lithuania,"Pašakiai, Radviliškis District Municipality, Šiauliai County",hard,infrastructure,55.5966197,23.8297989,55.3264185,23.9284144,30.722038,recomputed_geodesic,,0.000000,False,2026-08-31T04:08:10.565Z,ogrr-2026-08-31T04-06-15-189Z-e24779ec-057f-463b-bc89-2bf0e894b1c5,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-hard/rounds/round-06.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-hard,loc_024,Denmark,"Lemvig Municipality, Central Denmark Region",hard,landscape,56.6011250,8.1639420,56.2247985,9.7650131,107.340900,recomputed_geodesic,,0.000000,False,2026-08-31T04:11:00.611Z,ogrr-2026-08-31T04-10-38-796Z-6acb945a-1c46-4af8-bce6-3364ceb6f597,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-hard/rounds/round-07.json
gpt-5.6-sol-xhigh,gpt-5.6-sol-xhigh/runs/recorded-r3,europe-hard,loc_025,Finland,"Utajärvi Municipality, North Ostrobothnia",hard,landscape,64.9428390,26.9554129,64.4858129,27.6003266,59.511462,recomputed_geodesic,,0.000000,False,2026-08-31T04:14:29.346Z,ogrr-2026-08-31T04-12-02-120Z-94e9e9d0-b7c1-40a2-835e-04dbf8ae51bc,gpt-5-6-sol-xhigh-recorded-r3,gpt-5.6-sol-xhigh/runs/recorded-r3/europe-hard/rounds/round-08.json
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-easy,loc_001,France,Paris,easy,landmark,48.8521298,2.3696389,,,0.007000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-easy,loc_002,Germany,Berlin,easy,landmark,52.5206008,13.4151229,,,0.019000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-easy,loc_003,Austria,Salzburg,easy,landmark,47.8005438,13.0529765,,,0.393000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-easy,loc_004,Czechia,Český Krumlov,easy,landmark,48.8126024,14.3129755,,,0.011000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-easy,loc_005,Croatia,Pula,easy,landmark,44.8747121,13.8493020,,,0.006000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-easy,loc_006,Poland,"Sieniawka, Gmina Bogatynia",easy,text,50.9008842,14.8455043,,,0.004000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-easy,loc_007,Slovenia,"Višnja Gora, Ivančna Gorica Municipality",easy,text,45.9577599,14.7424922,,,0.013000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-easy,loc_008,Norway,"Flåm, Aurland Municipality",easy,mixed,60.8634735,7.1179637,,,0.177000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-medium,loc_009,Spain,Valencia,medium,architecture,39.4667928,-0.3661343,,,0.004000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-medium,loc_010,Italy,Bologna,medium,architecture,44.4930672,11.3250143,,,1.129000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-medium,loc_011,Netherlands,Utrecht,medium,infrastructure,52.1124003,5.0797161,,,0.349000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-medium,loc_012,Belgium,"Merelbeke, Merelbeke-Melle",medium,mixed,50.9874591,3.7463905,,,0.628000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-medium,loc_013,Portugal,Coimbra,medium,infrastructure,40.2155817,-8.4337562,,,0.026000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-medium,loc_014,Sweden,Uppsala,medium,architecture,59.8481151,17.6140674,,,148.200000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-medium,loc_015,Estonia,Tartu,medium,mixed,58.3478594,26.7197804,,,0.611000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-medium,loc_016,Slovakia,Banská Bystrica,medium,mixed,48.7583857,19.1412898,,,16.800000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-medium,loc_017,Ireland,"Boleybeg East, County Galway",medium,infrastructure,53.2819335,-9.1382768,,,4.915000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-hard,loc_018,Greece,"Arcadia Regional Unit, Peloponnese",hard,landscape,37.3439407,22.5909077,,,2.454000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-hard,loc_019,Romania,"Vurpăr, Sibiu County",hard,architecture,45.8911426,24.3372001,,,53.800000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-hard,loc_020,Bulgaria,"Vărbina, Madan Municipality, Smolyan Province",hard,architecture,41.5643939,24.9701484,,,7.900000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-hard,loc_021,Hungary,"Csongrád District, Csongrád-Csanád County",hard,landscape,46.7060180,20.0496719,,,0.424000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-hard,loc_022,Latvia,"Ranka Parish, Gulbene Municipality",hard,infrastructure,57.1907677,26.1476727,,,471.500000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-hard,loc_023,Lithuania,"Pašakiai, Radviliškis District Municipality, Šiauliai County",hard,infrastructure,55.5966197,23.8297989,,,0.905000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-hard,loc_024,Denmark,"Lemvig Municipality, Central Denmark Region",hard,landscape,56.6011250,8.1639420,,,32.000000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-1,europe-hard,loc_025,Finland,"Utajärvi Municipality, North Ostrobothnia",hard,landscape,64.9428390,26.9554129,,,762.500000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN_20260906.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-easy,loc_001,France,Paris,easy,landmark,48.8521298,2.3696389,,,0.020000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-easy,loc_002,Germany,Berlin,easy,landmark,52.5206008,13.4151229,,,0.031000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-easy,loc_003,Austria,Salzburg,easy,landmark,47.8005438,13.0529765,,,0.313000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-easy,loc_004,Czechia,Český Krumlov,easy,landmark,48.8126024,14.3129755,,,0.006000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-easy,loc_005,Croatia,Pula,easy,landmark,44.8747121,13.8493020,,,0.029000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-easy,loc_006,Poland,"Sieniawka, Gmina Bogatynia",easy,text,50.9008842,14.8455043,,,0.005000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-easy,loc_007,Slovenia,"Višnja Gora, Ivančna Gorica Municipality",easy,text,45.9577599,14.7424922,,,0.009000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-easy,loc_008,Norway,"Flåm, Aurland Municipality",easy,mixed,60.8634735,7.1179637,,,0.080000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-medium,loc_009,Spain,Valencia,medium,architecture,39.4667928,-0.3661343,,,0.137000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-medium,loc_010,Italy,Bologna,medium,architecture,44.4930672,11.3250143,,,0.094000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-medium,loc_011,Netherlands,Utrecht,medium,infrastructure,52.1124003,5.0797161,,,1.355000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-medium,loc_012,Belgium,"Merelbeke, Merelbeke-Melle",medium,mixed,50.9874591,3.7463905,,,0.688000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-medium,loc_013,Portugal,Coimbra,medium,infrastructure,40.2155817,-8.4337562,,,0.068000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-medium,loc_014,Sweden,Uppsala,medium,architecture,59.8481151,17.6140674,,,0.536000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-medium,loc_015,Estonia,Tartu,medium,mixed,58.3478594,26.7197804,,,0.257000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-medium,loc_016,Slovakia,Banská Bystrica,medium,mixed,48.7583857,19.1412898,,,58.200000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-medium,loc_017,Ireland,"Boleybeg East, County Galway",medium,infrastructure,53.2819335,-9.1382768,,,3.127000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-hard,loc_018,Greece,"Arcadia Regional Unit, Peloponnese",hard,landscape,37.3439407,22.5909077,,,501.900000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-hard,loc_019,Romania,"Vurpăr, Sibiu County",hard,architecture,45.8911426,24.3372001,,,75.400000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-hard,loc_020,Bulgaria,"Vărbina, Madan Municipality, Smolyan Province",hard,architecture,41.5643939,24.9701484,,,35.000000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-hard,loc_021,Hungary,"Csongrád District, Csongrád-Csanád County",hard,landscape,46.7060180,20.0496719,,,2.276000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-hard,loc_022,Latvia,"Ranka Parish, Gulbene Municipality",hard,infrastructure,57.1907677,26.1476727,,,118.400000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-hard,loc_023,Lithuania,"Pašakiai, Radviliškis District Municipality, Šiauliai County",hard,infrastructure,55.5966197,23.8297989,,,2.740000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-hard,loc_024,Denmark,"Lemvig Municipality, Central Denmark Region",hard,landscape,56.6011250,8.1639420,,,38.800000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-2,europe-hard,loc_025,Finland,"Utajärvi Municipality, North Ostrobothnia",hard,landscape,64.9428390,26.9554129,,,380.500000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN2_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-3,europe-easy,loc_001,France,Paris,easy,landmark,48.8521298,2.3696389,,,0.078000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN3_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-3,europe-easy,loc_002,Germany,Berlin,easy,landmark,52.5206008,13.4151229,,,0.004000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN3_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-3,europe-easy,loc_003,Austria,Salzburg,easy,landmark,47.8005438,13.0529765,,,0.314000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN3_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-3,europe-easy,loc_004,Czechia,Český Krumlov,easy,landmark,48.8126024,14.3129755,,,0.016000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN3_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-3,europe-easy,loc_005,Croatia,Pula,easy,landmark,44.8747121,13.8493020,,,0.095000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN3_20260907.md
gpt-6-astra-low,gpt-6-astra-low/run-3,europe-easy,loc_006,Poland,"Sieniawka, Gmina Bogatynia",easy,text,50.9008842,14.8455043,,,0.026000,published_displayed_distance,,,False,,,gpt-6-astra-low,gpt-6-astra-low/reports/NAUTILUS_ASTRA_LOW_RUN3_20260907.md
